Tarih,Ay,Saat,PTF,SMF,Poz_DF,Neg_DF,KGUP,URETIM,Dengesizlik,GOP_Geliri,Dengesizlik_Tutarı,Net_Gelir,Dengesizlik_Maliyeti,Birim_DM
2024-01-06,1,10:00,2380.0,630.0,611.1,2451.4,28.36,20.0,-8.36,67496.8,-20493.703999999998,47003.096000000005,596.903999999995,29.84519999999975
2024-01-06,1,11:00,1500.0,560.0,543.1999999999999,1545.0,30.63,34.0,3.370000000000001,45945.0,1830.5840000000003,47775.584,3224.4159999999974,94.83576470588228
2024-01-06,1,12:00,980.0,1.2,1.164,1009.4,31.94,44.0,12.059999999999999,31301.2,14.037839999999997,31315.23784,11804.762159999998,268.29004909090906
2024-01-06,1,13:00,1204.64,1.0,0.97,1240.7792000000002,33.12,49.0,15.880000000000003,39897.6768,15.403600000000003,39913.0804,19114.27960000001,390.0873387755104
2024-01-06,1,14:00,1349.99,1.2,1.164,1390.4897,33.18,48.0,14.82,44792.6682,17.25048,44809.91868,19989.60132,416.45002750000003
2024-01-06,1,15:00,1349.99,240.0,232.79999999999998,1390.4897,33.45,48.0,14.549999999999997,45157.1655,3387.239999999999,48544.4055,16255.114500000003,338.64821875000007
2024-01-06,1,16:00,1643.9,630.0,611.1,1693.217,35.88,47.0,11.119999999999997,58983.132000000005,6795.431999999999,65778.564,11484.736000000004,244.35608510638306
2024-01-06,1,17:00,2599.98,1800.0,1746.0,2677.9794,38.83,47.0,8.170000000000002,100957.2234,14264.820000000003,115222.04340000001,6977.016599999988,148.4471617021274
2024-01-06,1,18:00,2601.44,2000.0,1940.0,2679.4832,41.01,47.0,5.990000000000002,106685.0544,11620.600000000004,118305.6544,3962.025600000008,84.29841702127676
2024-01-06,1,19:00,2424.99,1924.99,1867.2403,2497.7396999999996,42.86,50.0,7.140000000000001,103935.07139999999,13332.095742000001,117267.16714199999,3982.3328579999943,79.64665715999989
2024-01-06,1,20:00,2325.0,650.0,630.5,2394.75,44.31,45.0,0.6899999999999977,103020.75,435.0449999999986,103455.795,1169.2050000000017,25.982333333333372
2024-01-06,1,21:00,2239.99,625.0,606.25,2307.1897,45.78,38.0,-7.780000000000001,102546.7422,-17949.935866000003,84596.806334,522.8136660000018,13.7582543684211
2024-01-06,1,22:00,1204.63,500.0,485.0,1240.7689000000003,46.98,44.0,-2.979999999999997,56593.517400000004,-3697.4913219999967,52896.02607800001,107.69392199999129,2.4475891363634386
2024-01-06,1,23:00,250.01,250.01,242.50969999999998,257.5103,47.76,49.0,1.240000000000002,11940.477599999998,300.7120280000005,12241.189627999998,9.300372000001516,0.18980351020411257
